Identifier	Character	Dialogue	Filename	Line Number
mContinue2_094a1773		I pressed my lips on the area where he was bitten and began extracting the poison.	game/Chapter2.rpy	961
mContinue2_0c623f91_1		!	game/Chapter2.rpy	968
mContinue2_e0db77e5_5	g	... ... ...	game/Chapter2.rpy	975
mContinue2_953ba315_2		Hmm?	game/Chapter2.rpy	976
mContinue2_e345da8e		That's strange...	game/Chapter2.rpy	977
mContinue2_dab19935		His scales.\n	game/Chapter2.rpy	978
mContinue2_e39e2d3c	extend	They feel so smooth...	game/Chapter2.rpy	979
mContinue2_5127d9a8		I always thought they'd be kind of rough and sharp around the edges.	game/Chapter2.rpy	980
mContinue2_e9154392		I tried sucking out the poison as much as I can and spat it out.	game/Chapter2.rpy	981
mContinue2_fd71f9a1	mc	There that should do it...\n	game/Chapter2.rpy	982
mContinue2_9e2ad853	extend	I hope.	game/Chapter2.rpy	983
mContinue2_5ad49ebb	g	... That was...\n	game/Chapter2.rpy	988
mContinue2_056aa1d0	extend	Unnecessary... 	game/Chapter2.rpy	989
mContinue2_c6fa136b	extend	human...	game/Chapter2.rpy	990
mContinue2_deaa782b	mc	It's the only thing I know if you get bitten by a snake.	game/Chapter2.rpy	995
mContinue2_d99d82c7	mc	And... well... I've never been poisoned before...\n	game/Chapter2.rpy	996
mContinue2_b1198cff	extend	So... are you... 	game/Chapter2.rpy	997
mContinue2_db09f5eb	g	I won't die if that's what you're getting at human.	game/Chapter2.rpy	1004
mContinue2_a2d6c2da	mc	O-Oh that's good...	game/Chapter2.rpy	1005
mContinue2_5652252c	mc	It's... not much but...	game/Chapter2.rpy	1006
mContinue2_78a8227e	mc	This is all I can do to repay you.\n	game/Chapter2.rpy	1007
mContinue2_e2dfe51a	extend	For protecting me...	game/Chapter2.rpy	1008
mContinue2_e0db77e5_6	g	... ... ...	game/Chapter2.rpy	1015
mContinue2_c9be18ed		As he pulled his hand away from me, he began picking up the fishes he had dropped on the floor earlier.	game/Chapter2.rpy	1022
mContinue2_3c6b3ea5		There wasn't much to say, except I hope I did the right thing...	game/Chapter2.rpy	1023
mContinue2_15d554bf	g	Let's move, we're not far now...	game/Chapter2.rpy	1027
mContinue2_a49ed4f8	mc	Okay.	game/Chapter2.rpy	1028
mContinue2_da0ec6be	mc	Wow, it's gotten a lot darker all of a sudden... 	game/Chapter2.rpy	1042
mContinue2_2f9ccbf5		Good thing we made it back before sunset. After hauling all those fishes back here, I think my arms and legs are about to break.	game/Chapter2.rpy	1043
mContinue2_57e4e60c		We haven't spoken much since getting back and eating our food.	game/Chapter2.rpy	1044
mContinue2_8aec9e0d		The fishes he made this time wasn't any different from the last.\n	game/Chapter2.rpy	1045
mContinue2_02eaf07f	extend	I'm starting the get a bit tired of eating plain grilled fish...	game/Chapter2.rpy	1046
mContinue2_4193386c		Well at least the silence between us doesn't feel too bad.\n	game/Chapter2.rpy	1047
mContinue2_0f642d83	extend	Not sure why...\n	game/Chapter2.rpy	1048
mContinue2_1df454aa		I mean we've sat here before eating like this. Up until now, he practically told me I was a nuisance. Like a bad thorn to his backside.	game/Chapter2.rpy	1049
mContinue2_943b42b1		But right now it feels different...	game/Chapter2.rpy	1050
mContinue2_bcbeeddd		Different in a good a way I guess.	game/Chapter2.rpy	1051
mContinue2_b68e97dc	g	Hey...	game/Chapter2.rpy	1056
mContinue2_c4e0ec33	mc	W-What is it?	game/Chapter2.rpy	1063
mContinue2_0dd56dc8	g	Come.	game/Chapter2.rpy	1070
mContinue2_79a9e9bf		Wonder what's up with him all of a sudden...	game/Chapter2.rpy	1071
mContinue2_84f16542	mc	Okay...	game/Chapter2.rpy	1078
mContinue2_1e9caa18		Is there something over there in the forest?	game/Chapter2.rpy	1083
mContinue2_d5459c82		I got up from where I was sitting comfortably and followed him into the woods.	game/Chapter2.rpy	1084
mContinue2_fee108ed		It's a bit dark and creepy during the night...	game/Chapter2.rpy	1089
mContinue2_8cdc1724		We walked further into woods until no traces of light from the campfire can be seen.	game/Chapter2.rpy	1092
mContinue2_d2d90058		The only source of light remaining is the moon that's shining brightly above us.	game/Chapter2.rpy	1093
mContinue2_95a83d94		If it wasn't for the moon I think we'll be walking blindly in the dark.	game/Chapter2.rpy	1094
mContinue2_5702fc7f		It wasn't long before we arrived at something I would never expect to see out here.	game/Chapter2.rpy	1102
mContinue2_c543ae1c	mc	Wow! It's a hot spring!	game/Chapter2.rpy	1107
mContinue2_90562e09	mc	I remember watching a documentry that a certain country was really popular with these!\n	game/Chapter2.rpy	1108
mContinue2_2557f3a2	extend	There's so much steam coming from the water too.	game/Chapter2.rpy	1109
mContinue2_86eb159f	g	Hurry up and get in.	game/Chapter2.rpy	1114
mContinue2_8abc7d89	mc	H-Huh?	game/Chapter2.rpy	1121
mContinue2_a6116c71	mc	Y-you mean now?	game/Chapter2.rpy	1122
mContinue2_cbec1b0c	g	Don't make me repeat myself...	game/Chapter2.rpy	1123
mContinue2_40f05ac3	mc	B-But I... I'll have to take all my clothes off and that means I'll be...\n	game/Chapter2.rpy	1130
mContinue2_5a799d8c	extend	N-n-naked...	game/Chapter2.rpy	1131
mContinue2_e0db77e5_7	g	... ... ...	game/Chapter2.rpy	1138
mContinue2_b76ac154	g	And you think that matters to me?	game/Chapter2.rpy	1139
mContinue2_10611f06	g	That puny human body of yours doesn't interest me.	game/Chapter2.rpy	1140
mContinue2_bf8058e6		It's a little embarrassing but...	game/Chapter2.rpy	1142
mContinue2_ac74f4ee	mc	O-Okay, well if it's alright with you then...	game/Chapter2.rpy	1143
mContinue2_8260801f		I turned to look away from Goro and took off my clothes quickly.	game/Chapter2.rpy	1149
mContinue2_cfc8bf53_11	mc	... ... ...	game/Chapter2.rpy	1155
mContinue2_51fb2249		Leaving my clothes behind on the floor I walked up to the spring and dipped my foot in to test the temperature.	game/Chapter2.rpy	1156
mContinue2_abc2e6bf	mc	Just right...	game/Chapter2.rpy	1157
mContinue2_28dfdbae		I placed my foot in futher and soon realised the water wasn't as deep as I thought it'd be.	game/Chapter2.rpy	1160
mContinue2_f83e4bab		I went in slowly walking futher into the spring until the water was just above my waist.	game/Chapter2.rpy	1161
mContinue2_727fd24b	mc	This should be okay.	game/Chapter2.rpy	1162
mContinue2_86f19441		I sat myself down.\n	game/Chapter2.rpy	1163
mContinue2_28bb51cd	extend	The water was just enough to cover up my chest up.	game/Chapter2.rpy	1164
mContinue2_dd75ab33	mc	Ahh...	game/Chapter2.rpy	1171
mContinue2_fb3ba94f	mc	I've always wanted to try soaking in an outside hot spring.	game/Chapter2.rpy	1172
mContinue2_f9803c4f		I turned to look at Goro out of curiosity.	game/Chapter2.rpy	1179
mContinue2_e77297a3		He removed all his clothes and slowly made his way into the water.	game/Chapter2.rpy	1182
mContinue2_5f3360f4		I couldn't help noticing that huge scar on his chest.\n	game/Chapter2.rpy	1187
mContinue2_5e06f01f	extend	Did he get into a fight with a wild animal or something?	game/Chapter2.rpy	1188
mContinue2_94f738f6		I was quite curious as to what he actually looks like down there...	game/Chapter2.rpy	1189
mContinue2_f744c245		It's not every day you get to meet a dragon after all. I took a quick glance at his neither regions without trying to be obvious.	game/Chapter2.rpy	1190
mContinue2_cfc8bf53_12	mc	... ... ...	game/Chapter2.rpy	1191
mContinue2_88ffad8b		Where is it?\n	game/Chapter2.rpy	1198
mContinue2_dee05c0a	extend	Why doesn't he have one?	game/Chapter2.rpy	1199
mContinue2_b9e8dd0f		How in the world do they...\n	game/Chapter2.rpy	1206
mContinue2_f17df8c5	extend	Do it?	game/Chapter2.rpy	1207
mContinue2_265d0cf5		I tried not to stare too much as it might make him feel uncomfortable.	game/Chapter2.rpy	1208
mContinue2_0daa6ceb		Instead I looked towards the sky where the stars are visible during the night.	game/Chapter2.rpy	1215
mContinue2_7cab873b	g	Haaa.....	game/Chapter2.rpy	1223
mContinue2_004c240e	mc	I-It feels great...\n	game/Chapter2.rpy	1230
mContinue2_f5508ca6	extend	Do you always come here?	game/Chapter2.rpy	1231
mContinue2_e0db77e5_8	g	... ... ...	game/Chapter2.rpy	1238
mContinue2_7f260f68		He didn't say much but only gave a faint nod.	game/Chapter2.rpy	1239
mContinue2_f097a32a		We both sat there watching the stars twinkle in the night sky.	game/Chapter2.rpy	1245
mContinue2_bf05059d		It's an amazing experience. Something I could never imagine in a million years.	game/Chapter2.rpy	1246
mContinue2_bf303d80		Sitting here in a hot spring, enjoying the night view and...	game/Chapter2.rpy	1247
mContinue2_fa7c2539		As I looked towards Goro, I notice his expression was somewhat...\n	game/Chapter2.rpy	1248
mContinue2_785b4677	extend	sad...	game/Chapter2.rpy	1249
mContinue2_c1fbd358		What's with him all of a sudden?	game/Chapter2.rpy	1250
mContinue2_4d43e064		Why the painful expression on his face?	game/Chapter2.rpy	1251
mContinue2_9464f5eb		I mean he even said it before. That being sad is not part of his emotions...	game/Chapter2.rpy	1252
mContinue2_df3259f9		And yet, why does he look like that?	game/Chapter2.rpy	1253
mContinue2_6b0ed824	mc	Um...	game/Chapter2.rpy	1258
mContinue2_c7dee480	g	What human?	game/Chapter2.rpy	1263
mContinue2_3ff24eb2	mc	If you don't mind me asking...	game/Chapter2.rpy	1264
mContinue2_fc9823f1	mc	Have you been living here since you were born?	game/Chapter2.rpy	1265
mContinue2_e0db77e5_9	g	... ... ...	game/Chapter2.rpy	1272
mContinue2_9300146c	mc	I-It's okay, you don't have to answer. I-I got ahead of myself for asking...	game/Chapter2.rpy	1279
mContinue2_4bbe5891	mc	Sorry...	game/Chapter2.rpy	1286
mContinue2_cfc8bf53_13	mc	... ... ...	game/Chapter2.rpy	1287
mContinue2_9a08a811		Way to go and make an awkward moment out of this...	game/Chapter2.rpy	1288
mContinue2_068d2e65	g	Why do you ask human?	game/Chapter2.rpy	1295
mContinue2_be5b4a42_1	mc	It's just that...	game/Chapter2.rpy	1296
mContinue2_c81f13cb	mc	I've always wanted to get to know you better.	game/Chapter2.rpy	1297
mContinue2_6e2c3ff7	mc	You might not believe me but...	game/Chapter2.rpy	1298
mContinue2_f12d4bc9	mc	From the first moment we met I did think to myself that it would be great if we could...\n	game/Chapter2.rpy	1299
mContinue2_eb7e8757	extend	... ... ...	game/Chapter2.rpy	1300
mContinue2_08a79ca8	g	What?	game/Chapter2.rpy	1302
mContinue2_fabd98e1	mc	Become friends...	game/Chapter2.rpy	1303
mContinue2_cfc8bf53_14	mc	... ... ...	game/Chapter2.rpy	1310
mContinue2_3b545d5a	g	I don't know when.	game/Chapter2.rpy	1317
mContinue2_632e8991	g	The earliest memories I have.\n	game/Chapter2.rpy	1318
mContinue2_bd219321	extend	Was somewhere cold and dark.	game/Chapter2.rpy	1319
mContinue2_8fcbf238	mc	That doesn't sound very comfortable...	game/Chapter2.rpy	1326
mContinue2_cfe0dd65		And definitely doesn't sound like he was living on this island.	game/Chapter2.rpy	1327
mContinue2_8f1d42bd	g	I was always locked up in a small room.	game/Chapter2.rpy	1328
mContinue2_9eb3fce7		A room?	game/Chapter2.rpy	1329
mContinue2_3e251437		Was he being treated as a pet or something?	game/Chapter2.rpy	1330
mContinue2_28acf473	g	Everyday would be the same as the last.	game/Chapter2.rpy	1337
mContinue2_c91bd4a0	mc	What about your parents?	game/Chapter2.rpy	1338
mContinue2_9e692654	mc	Or siblings?	game/Chapter2.rpy	1339
mContinue2_e0db77e5_10	g	... ... ...	game/Chapter2.rpy	1340
mContinue2_bcd4744d	g	I don't have this thing where you humans call 'family' to begin with.\n	game/Chapter2.rpy	1347
mContinue2_92996a78	extend	Ever since I was born...	game/Chapter2.rpy	1348
mContinue2_662a8b14	g	I have been alone.	game/Chapter2.rpy	1349
mContinue2_3a8f7282	mc	... It must've been hard for you...	game/Chapter2.rpy	1356
mContinue2_1aca4886	g	Heh...\n	game/Chapter2.rpy	1363
mContinue2_1c6c9a45	extend	it's nothing special.	game/Chapter2.rpy	1370
mContinue2_3590a388		So all this time. He's been locked up and living all alone by himself.	game/Chapter2.rpy	1371
mContinue2_450f9f29		I think I can relate in a way. Although my case isn't as severe as his...	game/Chapter2.rpy	1372
mContinue2_bc4fa04f		To live in a place where you're suppose call home... yet only to find nothing.	game/Chapter2.rpy	1373
mContinue2_744f8896		But an empty and meaningless shell as your only comfort...	game/Chapter2.rpy	1374
mContinue2_76f9e90b	mc	So... umm...\n	game/Chapter2.rpy	1381
mContinue2_4fb6a31d	extend	How did you end up here on this island?	game/Chapter2.rpy	1382
mContinue2_2ec75f43	g	You really do have no decency as a human...	game/Chapter2.rpy	1389
mContinue2_5637e295	mc	Ah I mean-	game/Chapter2.rpy	1396
mContinue2_4bbe5891_1	mc	Sorry...	game/Chapter2.rpy	1403
mContinue2_006cc98d		I just blurted it out without thinking.	game/Chapter2.rpy	1404
mContinue2_345fbd04	g	I escaped. Found myself a boat and ended up here by chance.	game/Chapter2.rpy	1411
mContinue2_a3cf7712	mc	I... see...	game/Chapter2.rpy	1418
mContinue2_6cd2b64b	mc	The place you was living must of been really bad...	game/Chapter2.rpy	1419
mContinue2_e0db77e5_11	g	... ... ...	game/Chapter2.rpy	1424
mContinue2_1c7242c1		I then realised how insensitive my words were. So I turned to look towards him and tried to apologise.	game/Chapter2.rpy	1425
mContinue2_6b67507c	mc	I'm sorry, that wasn't what I meant!	game/Chapter2.rpy	1432
mContinue2_349e98eb		He sat there frozen in fear as if remembering a really long and horrible nightmare. At this point I couldn't help but call out to him.	game/Chapter2.rpy	1442
mContinue2_b8d55526	mc	H-Hey are you...	game/Chapter2.rpy	1443
mContinue2_fa8cc082	extend	 okay?	game/Chapter2.rpy	1444
mContinue2_34dff07e_1	g	I'm fine!	game/Chapter2.rpy	1445
mContinue2_37f96fe8	mc	I-If you say so...	game/Chapter2.rpy	1447
mContinue2_7af027ee		I must of touched a very sensitive subject here.	game/Chapter2.rpy	1448
mContinue2_ef635018_2		... ... ...	game/Chapter2.rpy	1449
mContinue2_1bc635f0		Me and my big mouth...	game/Chapter2.rpy	1450
mContinue2_9d585e05	g	That light... those... that sound...	game/Chapter2.rpy	1452
mContinue2_71b3684a	g	No... stop...	game/Chapter2.rpy	1453
mContinue2_6a7a85e9		What? I can't hear him?	game/Chapter2.rpy	1454
mContinue2_b9d3b339		What is he saying?	game/Chapter2.rpy	1455
mContinue2_d8688b90	mc	H-Hey are you sure you're okay?	game/Chapter2.rpy	1456
mContinue2_cdaddba4		I watched as he began to trembled.	game/Chapter2.rpy	1457
mContinue2_2f3fb62f		My words didn't seem to reach him and now he's sat there completely silent.	game/Chapter2.rpy	1458
mContinue2_e0db77e5_12	g	... ... ...	game/Chapter2.rpy	1459
mContinue2_1f6c78e9		Something's not right... he's starting to shake uncontrollably.	game/Chapter2.rpy	1460
mContinue2_cc76586d		This is bad. I get the feeling that if he stays in that state any longer...	game/Chapter2.rpy	1461
mContinue2_9ab5c407		Things are going to get very dangerous...	game/Chapter2.rpy	1462
mContinue2_7bf4b36b	extend	 for me.	game/Chapter2.rpy	1463
mContinue2_d5333b69		Wh-what should I do?	game/Chapter2.rpy	1464
mContinue2_aaa40f91	mc	Goro...	game/Chapter2.rpy	1465
mContinue2_3e2e831a	mc	Goro!	game/Chapter2.rpy	1466
mContinue2_e78a34ce		It's no good...	game/Chapter2.rpy	1467
mContinue2_a43441d3		If that's the case then I'll just have to do this!	game/Chapter2.rpy	1468
mContinue2_cdb701f6		I pushed the surface of the water with the palm of my hands and managed to cover his face with water.	game/Chapter2.rpy	1469
mContinue2_96a8d2ab_1	g	!	game/Chapter2.rpy	1479
mContinue2_3c77949e		That seemed to work. Although I think I'm gonna be in trouble now...	game/Chapter2.rpy	1480
mContinue2_d9dcb8b9	g	W-What the hell was that for human!?	game/Chapter2.rpy	1487
mContinue2_5927f069	mc	You didn't seem like you was responding when I called you so...	game/Chapter2.rpy	1494
mContinue2_1e0b0bae_1	g	Hmph!	game/Chapter2.rpy	1501
mContinue2_cfc8bf53_15	mc	... ... ...	game/Chapter2.rpy	1508
mContinue2_b11d9994	mc	You were...	game/Chapter2.rpy	1509
mContinue2_42665a9d	extend	 really out of it just then.	game/Chapter2.rpy	1510
mContinue2_cf223a72		And began mumbling to yourself.	game/Chapter2.rpy	1511
mContinue2_96235f48	mc	Is everything okay?	game/Chapter2.rpy	1518
mContinue2_e0db77e5_13	g	... ... ...	game/Chapter2.rpy	1525
mContinue2_e70fa53d	g	No...	game/Chapter2.rpy	1532
mContinue2_de546751	g	I relapse from time to time thinking about the past.	game/Chapter2.rpy	1533
mContinue2_c55c3999		Must of been one hell of a past for you to go into a trance...	game/Chapter2.rpy	1541
mContinue2_7096c6f7	g	You want to know why human?	game/Chapter2.rpy	1542
mContinue2_8aac5cbd		Well I am curious...	game/Chapter2.rpy	1543
mContinue2_ed89cf13		I mean what's the harm in knowing...	game/Chapter2.rpy	1544
mContinue2_6b40215b	extend	 right?	game/Chapter2.rpy	1545
mContinue2_69c25b65	mc	Yeah...	game/Chapter2.rpy	1552
mContinue2_5ee2b8fa	g	I was kept in the dark...	game/Chapter2.rpy	1559
mContinue2_060c11c4	g	Isolated from the rest of the human civilization.	game/Chapter2.rpy	1560
mContinue2_4fd9c421	g	No one was to know of my existence.	game/Chapter2.rpy	1561
mContinue2_f4973511	mc	But you ran away right?	game/Chapter2.rpy	1562
mContinue2_0470b579	mc	If you did wouldn't you attract a lot of attention to yourself?	game/Chapter2.rpy	1563
mContinue2_e0db77e5_14	g	... ... ...	game/Chapter2.rpy	1570
mContinue2_6b92dab4	g	I was able to escape onto a boat because of the uproar I created.	game/Chapter2.rpy	1571
mContinue2_49fc1472	mc	... What kind of-	game/Chapter2.rpy	1578
mContinue2_657ba01a	g	I destroyed it...	game/Chapter2.rpy	1587
mContinue2_3ea9d70b	extend	 the facility,	game/Chapter2.rpy	1588
mContinue2_c606a186	extend	 humans,	game/Chapter2.rpy	1589
mContinue2_c6083fe2	extend	 everything!	game/Chapter2.rpy	1590
mContinue2_28df918e	mc	!	game/Chapter2.rpy	1597
mContinue2_c02c9f9f	g	The whole place fell under and fire spread throughout the area.	game/Chapter2.rpy	1604
mContinue2_dfbbbdf8	g	Humans panicked and ran as I escaped. Some even tried to hunt me down.	game/Chapter2.rpy	1605
mContinue2_e9df0596	mc	I don't understand...	game/Chapter2.rpy	1613
mContinue2_9cec2a58	mc	You're not as bad as you look and you've done nothing wrong.	game/Chapter2.rpy	1614
mContinue2_cb70afb1	mc	So...	game/Chapter2.rpy	1615
mContinue2_4a6b915f	mc	Why would they want to lock you up?	game/Chapter2.rpy	1616
mContinue2_99efa72f	mc	What was it that they did for you to-	game/Chapter2.rpy	1623
mContinue2_e0db77e5_15	g	... ... ...	game/Chapter2.rpy	1624
mContinue2_6b7b05aa	g	Bio gene mutilation...	game/Chapter2.rpy	1631
mContinue2_be18d74c	extend	 and multipe experiments...	game/Chapter2.rpy	1632
mContinue2_03aa2c41	mc	Bio gene... mutilation...?	game/Chapter2.rpy	1639
mContinue2_5e6f79f7	g	One day after another...	game/Chapter2.rpy	1640
mContinue2_851c1c41	g	Doing anything and everything for results...	game/Chapter2.rpy	1641
mContinue2_b8065a34	g	At first, they fed me and raised me normally...	game/Chapter2.rpy	1642
mContinue2_60dc5120	g	But things gradually changed...	game/Chapter2.rpy	1643
mContinue2_9bc9767b	g	They started to do various experiments to my body. They injected small amounts of animal genes into me every day.	game/Chapter2.rpy	1644
mContinue2_f0d9abb9	g	Including human genes.	game/Chapter2.rpy	1645
mContinue2_15682269	g	Fed me nothing but water for a whole month, torture me with strange equipments and inserted experimental objects into my body.	game/Chapter2.rpy	1646
mContinue2_cac4c886	g	At first, I thought this was just something temporary...	game/Chapter2.rpy	1647
mContinue2_99a25e1a	g	Until one day...	game/Chapter2.rpy	1648
mContinue2_8b4f3742	g	I fell asleep in my room...	game/Chapter2.rpy	1649
mContinue2_586830ac	extend	 my body was completely dead and exhausted...	game/Chapter2.rpy	1650
mContinue2_e73b9334	g	But when I woke up. I found myself chained to a table...	game/Chapter2.rpy	1651
mContinue2_4beb570b	extend	 I still remember the pain...	game/Chapter2.rpy	1652
mContinue2_7eaf235f	extend	 something sharp cutting into my body.	game/Chapter2.rpy	1653
mContinue2_040a5ca6	g	Blood pouring out of my chest.	game/Chapter2.rpy	1654
mContinue2_3d5f0424	g	That's when my anger took over, I lost control of myself and I began destroying everything around me...	game/Chapter2.rpy	1655
mContinue2_86f00a23	g	When I came to my senses I stood over a bunch of humans. Their bloodied corpses laid on the floor...	game/Chapter2.rpy	1656
mContinue2_e0ad9367	g	My hands covered in blood...	game/Chapter2.rpy	1657
mContinue2_9209b3e0	extend	 It was then, that I realised what I had done...	game/Chapter2.rpy	1658
mContinue2_9e1bb78d	g	I killed those humans that tortured me...	game/Chapter2.rpy	1659
mContinue2_cfc8bf53_16	mc	... ... ...	game/Chapter2.rpy	1666
mContinue2_69269210	mc	I-I...	game/Chapter2.rpy	1667
mContinue2_4cbe89e4_1		Huh?	game/Chapter2.rpy	1668
mContinue2_2bf70099		Wait... what did I wanted to say again?	game/Chapter2.rpy	1669
mContinue2_1dbd45ca		Just hearing all this, is making me really upset... so much that it aches inside.	game/Chapter2.rpy	1670
mContinue2_8ed989de	g	Hmph...	game/Chapter2.rpy	1671
mContinue2_1337101d	g	There must be something wrong with me.	game/Chapter2.rpy	1672
mContinue2_f104a5d5	g	Talking to a human as if you'll understand...	game/Chapter2.rpy	1673
mContinue2_cfc8bf53_17	mc	... ... ...	game/Chapter2.rpy	1674
mContinue2_3ee77a74		I do... I do understand... but at the same time... I don't think I can understand that same level of pain and torture you've been through...	game/Chapter2.rpy	1675
mContinue2_d94423c0	g	Don't let it bother you human. It's just a stupid story about the past.	game/Chapter2.rpy	1676
mContinue2_53127bb8	g	Time to get out.	game/Chapter2.rpy	1677
mContinue2_4c41a5a3		How can he say that so casually?	game/Chapter2.rpy	1684
mContinue2_0e45d2a8		If that was me, I don't think I would have the will to live.	game/Chapter2.rpy	1685
mContinue2_5721399e		To be born into this world alone, chained up in some room just to be some kind of tool for those people...and maybe even... hating your life because there's no escape...	game/Chapter2.rpy	1686
mContinue2_bfe1ac06		It's not normal... not for humans, animals or dragons... in fact it's too...	game/Chapter2.rpy	1687
mContinue2_3bc9d5b2		It's extremely...	game/Chapter2.rpy	1688
mContinue2_091a44dd		... cruel...	game/Chapter2.rpy	1693
Chapter3_3a32c263		Nggghh... haaa..	game/Chapter3.rpy	9
Chapter3_15fca18d		Yawn...	game/Chapter3.rpy	10
Chapter3_aee47e67		It's morning already?	game/Chapter3.rpy	11
Chapter3_644837c0	g	Snore...	game/Chapter3.rpy	12
Chapter3_f996dcca		Hehe... 	game/Chapter3.rpy	13
Chapter3_f1bf441e		That's a funny snore coming from him...	game/Chapter3.rpy	14
Chapter3_5fe2a997		I feel like I'm starting to understand him a bit better.	game/Chapter3.rpy	15
Chapter3_09a0468b		The way he talks to me, his bad attitude and the constant distance kept between us...	game/Chapter3.rpy	16
Chapter3_34fbe92d		It's all because of those sick research people doing all those horrible things to him.	game/Chapter3.rpy	17
Chapter3_23de0665		I guess he's never had that encounter before. Like receiving comfort from a friend or having someone to talk to...	game/Chapter3.rpy	18
Chapter3_9c5303a4		But even so... being treated like that is...	game/Chapter3.rpy	19
Chapter3_0a69f768	mc	Sigh...	game/Chapter3.rpy	24
Chapter3_a4e9c6bb		It's no good thinking about it...	game/Chapter3.rpy	31
Chapter3_d1727742		I don't want to trouble him any more than I have.	game/Chapter3.rpy	32
Chapter3_8c36eb1e		If anything I should leave here as soon as possible but...	game/Chapter3.rpy	33
Chapter3_878a15a4		It's been two days and I haven't figured out a good way to get myself off this island.	game/Chapter3.rpy	34
Chapter3_ec2d774c		Hasn't word got out to the media yet?	game/Chapter3.rpy	35
Chapter3_e6d28924		Maybe I should try sending out a fire signal or placing stones to form a S.O.S message at the beach.	game/Chapter3.rpy	36
Chapter3_09da398b		It's the only option I could think of to get help...	game/Chapter3.rpy	37
Chapter3_eef06642		But if I did that...	game/Chapter3.rpy	38
Chapter3_9195aa59		It'll cause a lot of problem for Goro...	game/Chapter3.rpy	45
Chapter3_392c8833		Archaeologists, researchers and many others might come to explore this place.	game/Chapter3.rpy	46
Chapter3_c38a9646		Which means, this whole island will be flooded with strangers...	game/Chapter3.rpy	47
Chapter3_422845ec		And if they see him... they'll most likely...	game/Chapter3.rpy	48
Chapter3_cfc8bf53	mc	... ... ...	game/Chapter3.rpy	49
Chapter3_0a69f768_1	mc	Sigh...	game/Chapter3.rpy	56
Chapter3_3e78cfd9		I don't want to cause any unnecessary problems...	game/Chapter3.rpy	57
Chapter3_a81a5fea	extend	 not for him...	game/Chapter3.rpy	58
Chapter3_591bd7cf	g	Yawn...	game/Chapter3.rpy	60
Chapter3_e0db77e5	g	... ... ...	game/Chapter3.rpy	61
Chapter3_1ed1b3a4		Looks like he's waking up.	game/Chapter3.rpy	63
Chapter3_717061d4	mc	Erm... Good morning...	game/Chapter3.rpy	71
Chapter3_ef635018		... ... ...	game/Chapter3.rpy	72
Chapter3_9107a258		And ignored....	game/Chapter3.rpy	79
Chapter3_26111758	g	M-Morning...	game/Chapter3.rpy	86
Chapter3_28df918e	mc	!	game/Chapter3.rpy	94
Chapter3_96a8d2ab	g	!	game/Chapter3.rpy	106
Chapter3_45c061fa	mc	Um... you know about last night...	game/Chapter3.rpy	118
Chapter3_cfc8bf53_1	mc	... ... ...	game/Chapter3.rpy	125
Chapter3_8e38655d	mc	N-Never mind... it's nothing...	game/Chapter3.rpy	132
Chapter3_f57c7f18	g	I'm fine, if that's what you're going to ask.	game/Chapter3.rpy	133
Chapter3_4f3366d6	mc	O-Oh...	game/Chapter3.rpy	134
Chapter3_6bfa24b9		How did he know what I was going to ask him that?	game/Chapter3.rpy	135
Chapter3_ecca2c85	mc	That's good to know.	game/Chapter3.rpy	142
Chapter3_82a828a3	mc	So err... what are we going to do today?	game/Chapter3.rpy	149
Chapter3_e356a561	g	?	game/Chapter3.rpy	156
Chapter3_88c95589	g	I think you've got the wrong idea here human.	game/Chapter3.rpy	157
Chapter3_d15d78a1	g	I plan on going into the forest by myself.	game/Chapter3.rpy	158
Chapter3_eaf28586	mc	Oh... right...	game/Chapter3.rpy	165
Chapter3_e340aaa7		It seems like his mind is quite set on doing something today.	game/Chapter3.rpy	166
Chapter3_9fd6dc8b		I guess there's no point in asking to let me go with him...	game/Chapter3.rpy	167
Chapter3_82b74c3e		Besides after all that's happened to him, it's no surprise he doesn't want me around.	game/Chapter3.rpy	168
Chapter3_b1656dfe		Well, I'll just lay low for the day and stay here...	game/Chapter3.rpy	175
Chapter3_cfc8bf53_2	mc	... ... ...	game/Chapter3.rpy	176
Chapter3_8ed989de	g	Hmph...	game/Chapter3.rpy	183
Chapter3_28f06f2a	g	Not going to be persistant today I see.	game/Chapter3.rpy	184
Chapter3_3372edfc	g	I won't be back after sun down.	game/Chapter3.rpy	185
Chapter3_1d066ef1	g	So stay here and don't do anything stupid while I'm gone.	game/Chapter3.rpy	192
Chapter3_f9dae367	mc	I won't.\n	game/Chapter3.rpy	199
Chapter3_50dc93cc	extend	I promise.	game/Chapter3.rpy	200
Chapter3_cfc8bf53_3	mc	... ... ...	game/Chapter3.rpy	201
Chapter3_e5ed29ed	g	I'll take your word for it.	game/Chapter3.rpy	202
Chapter3_3120d573		With that he gave me a faint nod and began walking towards the woods.	game/Chapter3.rpy	204
Chapter3_de80c86b		I watched as he disappears into the forest.	game/Chapter3.rpy	214
Chapter3_be1e04d0	mc	Guess I won't be seeing him for a while.	game/Chapter3.rpy	215
Chapter3_80490650		It felt kind of sad having him go all by himself.	game/Chapter3.rpy	217
Chapter3_d0d91e00		Not only that but it's been a while since I've been left alone too.	game/Chapter3.rpy	218
Chapter3_f9a1f26e		And to be honest I don't like being alone.\n	game/Chapter3.rpy	219
